# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 15 17:57:04 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
2341,Kepler-1144 b,Kepler-1144,1,1,17.14647302000,0.00009073000,-0.00009073000,0,0.1291000000,,,0,1.99000000,0.30000000,-0.16000000,0,4.62000000,,,0,M-R relationship,0.000000,,,0,5753.00,91.93,-86.29,0,0.960000,0.141000,-0.074000,0,0.980000,0.050000,-0.056000,0,-0.0300,0.1410,-0.1780,0
2342,Kepler-1145 b,Kepler-1145,1,1,3.97076766000,0.00001110000,-0.00001110000,0,0.0443000000,,,0,1.40000000,0.11000000,-0.11000000,0,2.54000000,,,0,M-R relationship,0.000000,,,0,5064.00,161.02,-117.37,0,0.750000,0.051000,-0.053000,0,0.790000,0.048000,-0.054000,0,-0.1300,0.1770,-0.1930,0
2343,Kepler-1146 b,Kepler-1146,1,1,2.35226579700,0.00000825500,-0.00000825500,0,0.0325000000,,,0,1.23000000,0.10000000,-0.08000000,0,2.04000000,,,0,M-R relationship,0.000000,,,0,4692.00,45.94,-42.25,0,0.700000,0.023000,-0.040000,0,0.740000,0.031000,-0.039000,0,-0.0600,0.1430,-0.1580,0
2344,Kepler-1147 b,Kepler-1147,1,1,10.62784997000,0.00009118000,-0.00009118000,0,0.0961000000,,,0,2.61000000,0.80000000,-0.51000000,0,7.32000000,,,0,M-R relationship,0.000000,,,0,5941.00,84.81,-114.44,0,1.140000,0.350000,-0.130000,0,1.090000,0.088000,-0.061000,0,0.1100,0.1470,-0.1420,0
2345,Kepler-1148 b,Kepler-1148,1,1,1.10446350900,0.00000128900,-0.00000128900,0,0.0188000000,,,0,1.69000000,0.10000000,-0.09000000,0,3.50000000,,,0,M-R relationship,0.000000,,,0,5054.00,99.64,-98.31,0,0.770000,0.037000,-0.040000,0,0.810000,0.039000,-0.045000,0,-0.0200,0.1460,-0.1600,0
2346,Kepler-1149 b,Kepler-1149,1,1,3.73089898000,0.00001502000,-0.00001502000,0,0.0473000000,,,0,1.44000000,0.26000000,-0.17000000,0,2.67000000,,,0,M-R relationship,0.000000,,,0,5833.00,117.20,-177.03,0,1.010000,0.184000,-0.101000,0,1.020000,0.067000,-0.070000,0,0.0200,0.1490,-0.1680,0
2347,Kepler-115 b,Kepler-115,1,2,2.40367900000,0.00001200000,-0.00001200000,0,0.0360000000,,,0,1.09000000,0.21000000,-0.21000000,0,1.32000000,,,0,M-R relationship,0.000000,,,0,5979.00,132.00,-132.00,0,1.205000,0.230000,-0.230000,0,1.042000,0.030000,-0.034000,0,-0.0499,0.0152,-0.0152,0
2348,Kepler-115 c,Kepler-115,1,2,8.99088900000,0.00002100000,-0.00002100000,0,0.0870000000,,,0,2.60000000,0.50000000,-0.50000000,0,7.27000000,,,0,M-R relationship,0.000000,,,0,5979.00,132.00,-132.00,0,1.205000,0.230000,-0.230000,0,1.042000,0.030000,-0.034000,0,-0.0499,0.0152,-0.0152,0
2349,Kepler-1150 b,Kepler-1150,2,1,2.78786838600,0.00000826500,-0.00000826500,0,0.0382000000,,,0,1.02000000,0.06000000,-0.06000000,0,1.04000000,,,0,M-R relationship,0.000000,,,0,4754.00,80.38,-77.33,0,0.720000,0.027000,-0.032000,0,0.760000,0.034000,-0.037000,0,0.0100,0.1470,-0.1620,0
2350,Kepler-1151 b,Kepler-1151,1,1,65.64784240000,0.00040100000,-0.00040100000,0,0.3197000000,,,0,2.22000000,0.24000000,-0.17000000,0,5.56000000,,,0,M-R relationship,0.000000,,,0,5470.00,97.19,-93.64,0,0.850000,0.083000,-0.062000,0,0.880000,0.046000,-0.059000,0,-0.1100,0.1660,-0.1870,0
2351,Kepler-1152 b,Kepler-1152,1,1,1.64680190800,0.00000267200,-0.00000267200,0,0.0223000000,,,0,0.87000000,0.05000000,-0.06000000,0,0.59000000,,,0,M-R relationship,0.000000,,,0,3964.00,46.47,-45.68,0,0.530000,0.030000,-0.027000,0,0.550000,0.035000,-0.028000,0,-0.2500,0.1360,-0.1080,0
2352,Kepler-1153 b,Kepler-1153,1,1,1.75583532700,0.00000438500,-0.00000438500,0,0.0277000000,,,0,1.73000000,0.21000000,-0.11000000,0,3.64000000,,,0,M-R relationship,0.000000,,,0,5470.00,75.20,-93.55,0,0.880000,0.099000,-0.054000,0,0.910000,0.040000,-0.045000,0,0.0300,0.1260,-0.1640,0
2353,Kepler-1154 b,Kepler-1154,1,2,5.18561420000,0.00002676000,-0.00002676000,0,0.0631000000,,,0,2.34000000,1.06000000,-0.49000000,0,6.08000000,,,0,M-R relationship,0.000000,,,0,6327.00,317.30,-262.85,0,1.430000,0.647000,-0.295000,0,1.260000,0.246000,-0.162000,0,0.0400,0.1400,-0.1610,0
2354,Kepler-1154 c,Kepler-1154,1,2,8.45808312000,0.00004757000,-0.00004757000,0,0.0875000000,,,0,2.36000000,0.95000000,-0.49000000,0,6.17000000,,,0,M-R relationship,0.000000,,,0,6327.00,317.30,-262.85,0,1.430000,0.647000,-0.295000,0,1.260000,0.246000,-0.162000,0,0.0400,0.1400,-0.1610,0
2355,Kepler-1155 b,Kepler-1155,1,1,33.46974300000,0.00020030000,-0.00020030000,0,0.2006000000,,,0,2.03000000,0.45000000,-0.20000000,0,4.78000000,,,0,M-R relationship,0.000000,,,0,5842.00,115.89,-141.61,0,1.030000,0.223000,-0.101000,0,1.030000,0.065000,-0.060000,0,0.0400,0.1410,-0.1560,0
2356,Kepler-1156 b,Kepler-1156,1,1,11.89520511000,0.00006499000,-0.00006499000,0,0.0970400000,0.0011500000,-0.0011500000,0,1.32000000,0.14000000,-0.09000000,0,2.30000000,,,0,M-R relationship,0.000000,,,0,5778.00,67.42,-59.01,0,1.000000,0.093000,-0.061000,0,1.000000,0.034000,-0.036000,0,0.0200,0.0960,-0.0950,0
2357,Kepler-1157 b,Kepler-1157,1,1,4.45743164000,0.00001699000,-0.00001699000,0,0.0448000000,,,0,1.09000000,0.04000000,-0.20000000,0,1.32000000,,,0,M-R relationship,0.000000,,,0,4679.00,54.66,-58.05,0,0.710000,0.025000,-0.029000,0,0.760000,0.029000,-0.038000,0,0.0500,0.1470,-0.1770,0
2358,Kepler-1158 b,Kepler-1158,1,1,13.53962930000,0.00009329000,-0.00009329000,0,0.1264300000,0.0019400000,-0.0019400000,0,2.34000000,0.46000000,-0.46000000,0,6.08000000,,,0,M-R relationship,0.000000,,,0,6203.00,91.16,-81.11,0,1.950000,0.374000,-0.381000,0,1.410000,0.128000,-0.128000,0,0.1800,0.0960,-0.1000,0
2359,Kepler-1159 b,Kepler-1159,1,1,22.70816791000,0.00009541000,-0.00009541000,0,0.1603000000,,,0,2.37000000,1.03000000,-0.37000000,0,6.21000000,,,0,M-R relationship,0.000000,,,0,6217.00,147.74,-196.66,0,1.280000,0.555000,-0.195000,0,1.190000,0.175000,-0.108000,0,0.0400,0.1390,-0.1480,0
2360,Kepler-116 b,Kepler-116,1,2,5.96873400000,0.00000900000,-0.00000900000,0,0.0690000000,,,0,3.42000000,0.65000000,-0.65000000,0,11.60000000,,,0,M-R relationship,0.000000,,,0,6142.00,100.00,-100.00,0,1.454000,0.273000,-0.273000,0,1.198000,0.019000,-0.029000,0,0.0700,0.0400,-0.0400,0
2361,Kepler-116 c,Kepler-116,1,2,13.07163000000,0.00005600000,-0.00005600000,0,0.1160000000,,,0,2.30000000,0.44000000,-0.44000000,0,5.90000000,,,0,M-R relationship,0.000000,,,0,6142.00,100.00,-100.00,0,1.454000,0.273000,-0.273000,0,1.198000,0.019000,-0.029000,0,0.0700,0.0400,-0.0400,0
2362,Kepler-1160 b,Kepler-1160,1,1,7.97034958000,0.00003122000,-0.00003122000,0,0.0755000000,,,0,2.14000000,0.28000000,-0.14000000,0,5.22000000,,,0,M-R relationship,0.000000,,,0,5519.00,61.23,-63.44,0,0.890000,0.110000,-0.053000,0,0.920000,0.040000,-0.044000,0,0.0100,0.1270,-0.1630,0
2363,Kepler-1161 b,Kepler-1161,1,1,10.71252541000,0.00003876000,-0.00003876000,0,0.0784000000,,,0,2.13000000,0.50000000,-0.13000000,0,5.18000000,,,0,M-R relationship,0.000000,,,0,4253.00,55.15,-52.76,0,0.570000,0.026000,-0.028000,0,0.590000,0.034000,-0.035000,0,-0.3500,0.1330,-0.1480,0
2364,Kepler-1162 b,Kepler-1162,1,2,32.56370690000,0.00024720000,-0.00024720000,0,0.1900000000,,,0,2.21000000,0.50000000,-0.21000000,0,5.52000000,,,0,M-R relationship,0.000000,,,0,5390.00,61.74,-58.89,0,0.840000,0.074000,-0.046000,0,0.890000,0.036000,-0.043000,0,-0.0300,0.1480,-0.1490,0
2365,Kepler-1162 c,Kepler-1162,1,2,59.28406400000,0.00069920000,-0.00069920000,0,0.2832000000,,,0,1.81000000,0.13000000,-0.11000000,0,3.93000000,,,0,M-R relationship,0.000000,,,0,5225.00,83.00,-73.00,0,0.859000,0.063000,-0.051000,0,0.861000,0.050000,-0.041000,0,0.1400,0.1500,-0.1500,0
2366,Kepler-1163 b,Kepler-1163,1,1,6.11786898000,0.00002808000,-0.00002808000,0,0.0686800000,0.0005500000,-0.0005500000,0,1.03000000,0.17000000,-0.11000000,0,1.08000000,,,0,M-R relationship,0.000000,,,0,6302.00,69.67,-63.95,0,1.350000,0.226000,-0.134000,0,1.220000,0.073000,-0.053000,0,0.0200,0.0790,-0.0850,0
2367,Kepler-1164 b,Kepler-1164,1,1,3.97599768000,0.00001086000,-0.00001086000,0,0.0463500000,0.0002900000,-0.0002900000,0,1.12000000,0.04000000,-0.07000000,0,1.46000000,,,0,M-R relationship,0.000000,,,0,5183.00,80.28,-63.78,0,0.790000,0.022000,-0.023000,0,0.850000,0.031000,-0.037000,0,-0.0300,0.1050,-0.1050,0
2368,Kepler-1165 b,Kepler-1165,1,2,9.47852200000,0.00005909000,-0.00005909000,0,0.0914000000,,,0,1.55000000,0.50000000,-0.19000000,0,3.02000000,,,0,M-R relationship,0.000000,,,0,6080.00,97.21,-115.97,0,1.180000,0.393000,-0.142000,0,1.130000,0.117000,-0.076000,0,0.0500,0.1350,-0.1550,0
2369,Kepler-1165 c,Kepler-1165,1,2,29.96870041000,,,0,0.1969000000,,,0,3.36093385,,,0,11.20000000,,,0,M-R relationship,0.000000,,,0,6249.00,174.00,-217.00,0,1.076000,0.335000,-0.112000,0,1.130000,0.159000,-0.159000,0,-0.0400,0.2500,-0.3000,0
2370,Kepler-1166 b,Kepler-1166,1,1,33.24068820000,0.00028000000,-0.00028000000,0,0.1975000000,,,0,1.69000000,0.62000000,-0.14000000,0,3.50000000,,,0,M-R relationship,0.000000,,,0,5446.00,83.15,-87.62,0,0.860000,0.104000,-0.057000,0,0.900000,0.043000,-0.053000,0,-0.0200,0.1430,-0.1800,0
2371,Kepler-1167 b,Kepler-1167,1,1,1.00393373900,0.00000267800,-0.00000267800,0,0.0175000000,,,0,1.71000000,0.12000000,-0.12000000,0,3.57000000,,,0,M-R relationship,0.000000,,,0,4971.00,96.57,-125.10,0,0.750000,0.040000,-0.044000,0,0.790000,0.040000,-0.049000,0,-0.0500,0.1630,-0.1750,0
2372,Kepler-1168 b,Kepler-1168,1,1,55.82265390000,0.00038710000,-0.00038710000,0,0.2663000000,,,0,2.50000000,0.18000000,-0.13000000,0,6.80000000,,,0,M-R relationship,0.000000,,,0,5157.00,47.04,-55.91,0,0.820000,0.045000,-0.035000,0,0.870000,0.038000,-0.037000,0,0.1300,0.1520,-0.1670,0
2373,Kepler-1169 b,Kepler-1169,1,1,6.11009134000,0.00002806000,-0.00002806000,0,0.0693100000,0.0006600000,-0.0006600000,0,0.94000000,0.06000000,-0.06000000,0,0.77900000,,,0,M-R relationship,0.000000,,,0,6191.00,80.54,-76.47,0,1.230000,0.059000,-0.053000,0,1.240000,0.038000,-0.036000,0,0.2600,0.0670,-0.0590,0
2374,Kepler-117 b,Kepler-117,1,2,18.79592280000,0.00000750000,-0.00000750000,0,0.1445000000,0.0047000000,-0.0014000000,0,8.05900000,0.26900000,-0.26900000,0,29.87500000,10.48800000,-10.48800000,0,Mass,0.049300,0.006200,-0.006200,0,6150.00,110.00,-110.00,0,1.606000,0.049000,-0.049000,0,1.129000,0.130000,-0.023000,0,-0.0400,0.1000,-0.1000,0
2375,Kepler-117 c,Kepler-117,1,2,50.79039100000,0.00001400000,-0.00001400000,0,0.2804000000,0.0092000000,-0.0028000000,0,12.34100000,0.39200000,-0.39200000,0,584.78000000,57.21000000,-57.21000000,0,Mass,0.032300,0.003300,-0.003300,0,6150.00,110.00,-110.00,0,1.606000,0.049000,-0.049000,0,1.129000,0.130000,-0.023000,0,-0.0400,0.1000,-0.1000,0
2376,Kepler-1170 b,Kepler-1170,1,1,9.98969327000,0.00004242000,-0.00004242000,0,0.0880000000,,,0,2.41000000,0.19000000,-0.17000000,0,6.39000000,,,0,M-R relationship,0.000000,,,0,5069.00,120.38,-96.50,0,0.760000,0.046000,-0.051000,0,0.800000,0.045000,-0.052000,0,-0.0900,0.1770,-0.1890,0
2377,Kepler-1171 b,Kepler-1171,1,1,1.44259224000,0.00000219000,-0.00000219000,0,0.0284000000,,,0,2.56000000,0.68000000,-0.50000000,0,7.08000000,,,0,M-R relationship,0.000000,,,0,7044.00,277.69,-199.09,0,1.950000,0.513000,-0.384000,0,1.580000,0.179000,-0.168000,0,-0.0100,0.1520,-0.1750,0
2378,Kepler-1172 b,Kepler-1172,1,1,26.02044230000,0.00018860000,-0.00018860000,0,0.1680000000,,,0,3.20000000,0.40000000,-0.28000000,0,10.30000000,,,0,M-R relationship,0.000000,,,0,5558.00,144.94,-137.66,0,0.890000,0.109000,-0.069000,0,0.920000,0.055000,-0.061000,0,-0.0400,0.1450,-0.1930,0
2379,Kepler-1173 b,Kepler-1173,1,1,0.76985360000,0.00000120500,-0.00000120500,0,0.0156000000,0.0001100000,-0.0001100000,0,0.89000000,0.23000000,-0.07000000,0,0.64000000,,,0,M-R relationship,0.000000,,,0,5252.00,92.48,-116.76,0,0.820000,0.059000,-0.042000,0,0.860000,0.041000,-0.046000,0,0.0000,0.1480,-0.1640,0
2380,Kepler-1174 b,Kepler-1174,1,1,6.89225223000,0.00002664000,-0.00002664000,0,0.0732000000,,,0,1.59000000,0.31000000,-0.16000000,0,3.15000000,,,0,M-R relationship,0.000000,,,0,5936.00,117.34,-103.81,0,1.040000,0.196000,-0.099000,0,1.040000,0.068000,-0.073000,0,-0.0400,0.1480,-0.2050,0
2381,Kepler-1175 b,Kepler-1175,1,1,37.94563000000,0.00017320000,-0.00017320000,0,0.2181000000,,,0,2.99000000,0.27000000,-0.23000000,0,9.22000000,,,0,M-R relationship,0.000000,,,0,5453.00,66.21,-80.38,0,0.860000,0.071000,-0.059000,0,0.900000,0.042000,-0.050000,0,-0.0400,0.1530,-0.1780,0
2382,Kepler-1176 b,Kepler-1176,1,1,24.17385790000,0.00013360000,-0.00013360000,0,0.1589000000,,,0,2.45000000,0.63000000,-0.32000000,0,6.57000000,,,0,M-R relationship,0.000000,,,0,5844.00,264.61,-268.56,0,1.020000,0.256000,-0.128000,0,1.010000,0.111000,-0.084000,0,-0.0100,0.1380,-0.1650,0
2383,Kepler-1177 b,Kepler-1177,1,1,106.24754700000,0.00182200000,-0.00182200000,0,0.4301000000,,,0,1.90000000,0.16000000,-0.12000000,0,4.27000000,,,0,M-R relationship,0.000000,,,0,5712.00,62.98,-66.68,0,0.970000,0.071000,-0.051000,0,0.980000,0.034000,-0.035000,0,0.0200,0.0960,-0.1020,0
2384,Kepler-1178 b,Kepler-1178,1,1,31.80634000000,0.00038570000,-0.00038570000,0,0.1596000000,,,0,1.07000000,0.06000000,-0.08000000,0,1.24000000,,,0,M-R relationship,0.000000,,,0,4990.00,58.43,-68.54,0,0.750000,0.034000,-0.042000,0,0.800000,0.038000,-0.045000,0,-0.0500,0.1550,-0.1730,0
2385,Kepler-1179 b,Kepler-1179,1,1,2.68505749200,0.00000409900,-0.00000409900,0,0.0349700000,0.0003300000,-0.0003300000,0,1.32000000,0.09000000,-0.08000000,0,2.30000000,,,0,M-R relationship,0.000000,,,0,5212.00,65.46,-65.67,0,0.810000,0.048000,-0.044000,0,0.840000,0.041000,-0.046000,0,-0.0300,0.1480,-0.1690,0
2386,Kepler-118 b,Kepler-118,1,2,7.51849600000,0.00005600000,-0.00005600000,0,0.0730000000,,,0,1.96000000,0.94000000,-0.94000000,0,4.50000000,,,0,M-R relationship,0.000000,,,0,5274.00,200.00,-200.00,0,1.094000,0.489000,-0.489000,0,0.811000,0.052000,-0.030000,0,0.1800,0.1500,-0.1500,0
2387,Kepler-118 c,Kepler-118,1,2,20.17202000000,0.00001300000,-0.00001300000,0,0.1410000000,,,0,7.68000000,3.43000000,-3.43000000,0,45.70000000,,,0,M-R relationship,0.000000,,,0,5274.00,200.00,-200.00,0,1.094000,0.489000,-0.489000,0,0.811000,0.052000,-0.030000,0,0.1800,0.1500,-0.1500,0
2388,Kepler-1180 b,Kepler-1180,1,1,16.86012860000,0.00013690000,-0.00013690000,0,0.1246000000,,,0,1.99000000,0.55000000,-0.27000000,0,4.62000000,,,0,M-R relationship,0.000000,,,0,6077.00,243.54,-226.98,0,1.140000,0.314000,-0.149000,0,1.090000,0.159000,-0.089000,0,0.0000,0.1360,-0.1780,0
2389,Kepler-1181 b,Kepler-1181,1,2,4.89337519000,0.00002526000,-0.00002526000,0,0.0621000000,,,0,1.57000000,0.65000000,-0.26000000,0,3.09000000,,,0,M-R relationship,0.000000,,,0,6176.00,82.26,-87.31,0,1.300000,0.539000,-0.208000,0,1.170000,0.173000,-0.095000,0,0.0300,0.1260,-0.1660,0
2390,Kepler-1181 c,Kepler-1181,1,2,8.93484887000,0.00009707000,-0.00009707000,0,0.0928000000,,,0,1.83000000,0.64000000,-0.23000000,0,4.01000000,,,0,M-R relationship,0.000000,,,0,6688.00,187.00,-281.00,0,1.347000,0.473000,-0.169000,0,1.336000,0.200000,-0.200000,0,0.0700,0.2500,-0.3500,0
2391,Kepler-1182 b,Kepler-1182,1,1,11.17394617000,0.00006278000,-0.00006278000,0,0.0981000000,,,0,2.41000000,0.60000000,-0.50000000,0,6.39000000,,,0,M-R relationship,0.000000,,,0,5924.00,202.44,-241.80,0,1.050000,0.261000,-0.130000,0,1.040000,0.110000,-0.090000,0,0.0100,0.1360,-0.1800,0
2392,Kepler-1183 b,Kepler-1183,1,1,28.50571890000,0.00030310000,-0.00030310000,0,0.1793000000,,,0,2.82000000,0.52000000,-0.30000000,0,8.35000000,,,0,M-R relationship,0.000000,,,0,5765.00,121.54,-176.40,0,0.990000,0.178000,-0.098000,0,1.000000,0.062000,-0.068000,0,0.0400,0.1440,-0.1660,0
2393,Kepler-1184 b,Kepler-1184,1,1,53.59910440000,0.00036740000,-0.00036740000,0,0.2863000000,,,0,2.68000000,0.60000000,-0.30000000,0,7.65000000,,,0,M-R relationship,0.000000,,,0,5983.00,110.01,-118.73,0,1.070000,0.195000,-0.109000,0,1.050000,0.074000,-0.069000,0,-0.0400,0.1460,-0.1820,0
2394,Kepler-1185 b,Kepler-1185,1,1,104.35189760000,0.00067050000,-0.00067050000,0,0.4297000000,,,0,1.33000000,0.08000000,-0.05000000,0,2.33000000,,,0,M-R relationship,0.000000,,,0,5622.00,67.70,-58.78,0,0.870000,0.020000,-0.018000,0,0.960000,0.020000,-0.024000,0,-0.0400,0.0920,-0.0860,0
2395,Kepler-1186 b,Kepler-1186,1,1,16.07677615000,0.00007199000,-0.00007199000,0,0.1281000000,,,0,2.23000000,0.36000000,-0.22000000,0,5.60000000,,,0,M-R relationship,0.000000,,,0,5635.00,68.42,-72.34,0,0.930000,0.148000,-0.064000,0,0.950000,0.045000,-0.052000,0,0.0000,0.1380,-0.1720,0
2396,Kepler-1187 b,Kepler-1187,1,1,18.87064068000,0.00006002000,-0.00006002000,0,0.1401000000,,,0,2.61000000,0.51000000,-0.28000000,0,7.32000000,,,0,M-R relationship,0.000000,,,0,5975.00,182.70,-129.11,0,1.090000,0.208000,-0.116000,0,1.060000,0.091000,-0.069000,0,-0.0100,0.1470,-0.1710,0
2397,Kepler-1188 b,Kepler-1188,1,1,17.13695430000,0.00012140000,-0.00012140000,0,0.1350000000,,,0,2.08000000,0.49000000,-0.22000000,0,4.98000000,,,0,M-R relationship,0.000000,,,0,5913.00,104.30,-106.82,0,1.060000,0.249000,-0.105000,0,1.040000,0.067000,-0.071000,0,0.0000,0.1300,-0.1950,0
2398,Kepler-1189 b,Kepler-1189,1,1,3.78858982000,0.00002274000,-0.00002274000,0,0.0467000000,,,0,1.77000000,0.52000000,-0.48000000,0,3.78000000,,,0,M-R relationship,0.000000,,,0,6012.00,121.95,-184.74,0,1.160000,0.342000,-0.149000,0,1.110000,0.105000,-0.084000,0,0.0800,0.1430,-0.1420,0
2399,Kepler-119 b,Kepler-119,1,2,2.42208200000,0.00000100000,-0.00000100000,0,0.0350000000,,,0,3.60000000,1.37000000,-1.37000000,0,12.60000000,,,0,M-R relationship,0.000000,,,0,5595.00,200.00,-200.00,0,0.839000,0.319000,-0.319000,0,0.918000,0.034000,-0.034000,0,0.0100,0.1300,-0.1640,0
2400,Kepler-119 c,Kepler-119,1,2,4.12510300000,0.00002800000,-0.00002800000,0,0.0490000000,,,0,0.92000000,0.35000000,-0.35000000,0,0.72100000,,,0,M-R relationship,0.000000,,,0,5595.00,200.00,-200.00,0,0.839000,0.319000,-0.319000,0,0.918000,0.034000,-0.034000,0,0.0100,0.1300,-0.1640,0
2401,Kepler-1190 b,Kepler-1190,1,1,10.45843441000,0.00005281000,-0.00005281000,0,0.0845000000,,,0,1.33000000,0.05000000,-0.11000000,0,2.33000000,,,0,M-R relationship,0.000000,,,0,4730.00,39.96,-39.65,0,0.720000,0.022000,-0.035000,0,0.760000,0.033000,-0.039000,0,-0.0200,0.1490,-0.1610,0
2402,Kepler-1191 b,Kepler-1191,1,1,5.60014851000,0.00001909000,-0.00001909000,0,0.0587000000,,,0,1.51000000,0.13000000,-0.11000000,0,2.89000000,,,0,M-R relationship,0.000000,,,0,5308.00,107.78,-83.33,0,0.810000,0.063000,-0.056000,0,0.850000,0.046000,-0.053000,0,-0.0800,0.1570,-0.1820,0
2403,Kepler-1192 b,Kepler-1192,1,1,25.20347870000,0.00012780000,-0.00012780000,0,0.1693000000,,,0,2.36000000,0.24000000,-0.22000000,0,6.17000000,,,0,M-R relationship,0.000000,,,0,5438.00,67.15,-57.17,0,0.830000,0.077000,-0.073000,0,0.860000,0.050000,-0.065000,0,-0.1600,0.1870,-0.1990,0
2404,Kepler-1193 b,Kepler-1193,1,1,2.83265213400,0.00000903200,-0.00000903200,0,0.0400400000,0.0004800000,-0.0004800000,0,1.32000000,0.21000000,-0.17000000,0,2.30000000,,,0,M-R relationship,0.000000,,,0,5908.00,75.02,-61.06,0,1.210000,0.188000,-0.147000,0,1.080000,0.056000,-0.035000,0,0.1200,0.0740,-0.0760,0
2405,Kepler-1194 b,Kepler-1194,1,1,16.22371307000,0.00008867000,-0.00008867000,0,0.1212000000,,,0,1.51000000,0.12000000,-0.09000000,0,2.89000000,,,0,M-R relationship,0.000000,,,0,5590.00,97.14,-79.79,0,0.920000,0.059000,-0.047000,0,0.940000,0.039000,-0.041000,0,0.0000,0.1040,-0.1050,0
2406,Kepler-1195 b,Kepler-1195,1,1,8.49642241000,0.00002872000,-0.00002872000,0,0.0726000000,,,0,2.08000000,0.19000000,-0.17000000,0,4.98000000,,,0,M-R relationship,0.000000,,,0,4965.00,111.27,-80.25,0,0.710000,0.050000,-0.056000,0,0.740000,0.051000,-0.058000,0,-0.2500,0.1940,-0.2120,0
2407,Kepler-1196 b,Kepler-1196,1,1,66.18490310000,0.00046610000,-0.00046610000,0,0.3179000000,,,0,2.23000000,0.37000000,-0.21000000,0,5.60000000,,,0,M-R relationship,0.000000,,,0,5756.00,129.38,-149.10,0,0.970000,0.151000,-0.086000,0,0.980000,0.061000,-0.060000,0,0.0000,0.1300,-0.1660,0
2408,Kepler-1197 b,Kepler-1197,1,1,2.03231845000,0.00000375100,-0.00000375100,0,0.0286900000,0.0001500000,-0.0001500000,0,1.25000000,0.03000000,-0.09000000,0,2.10000000,,,0,M-R relationship,0.000000,,,0,4708.00,63.31,-50.89,0,0.720000,0.013000,-0.014000,0,0.780000,0.021000,-0.025000,0,0.0600,0.0990,-0.0970,0
